Experiment-number, TP, FN, FP, TN, Precision, Recall, F-score, Accuracy, Miss-rate, Fall-out-rate
1,104,60,23,141,0.818897637795276,0.634146341463415,0.714776632302406,0.746951219512195,0.244897959183673,0.140243902439024
2,102,62,24,140,0.80952380952381,0.621951219512195,0.703448275862069,0.73780487804878,0.256198347107438,0.146341463414634
3,108,56,27,137,0.8,0.658536585365854,0.722408026755853,0.746951219512195,0.228571428571429,0.164634146341463
4,99,65,24,140,0.804878048780488,0.603658536585366,0.689895470383275,0.728658536585366,0.271966527196653,0.146341463414634
5,94,70,22,142,0.810344827586207,0.573170731707317,0.671428571428571,0.719512195121951,0.296610169491525,0.134146341463415
6,104,60,23,141,0.818897637795276,0.634146341463415,0.714776632302406,0.746951219512195,0.244897959183673,0.140243902439024
7,105,59,35,129,0.75,0.640243902439024,0.690789473684211,0.713414634146341,0.252136752136752,0.213414634146341
8,120,44,43,121,0.736196319018405,0.731707317073171,0.73394495412844,0.734756097560976,0.182572614107884,0.26219512195122
9,100,64,29,135,0.775193798449612,0.609756097560976,0.68259385665529,0.716463414634146,0.272340425531915,0.176829268292683
10,112,52,46,118,0.708860759493671,0.682926829268293,0.695652173913043,0.701219512195122,0.226086956521739,0.280487804878049
11,109,55,29,135,0.789855072463768,0.664634146341463,0.721854304635762,0.74390243902439,0.225409836065574,0.176829268292683
12,111,53,31,133,0.78169014084507,0.676829268292683,0.725490196078431,0.74390243902439,0.217213114754098,0.189024390243902
13,116,48,33,131,0.778523489932886,0.707317073170732,0.741214057507987,0.753048780487805,0.194331983805668,0.201219512195122
14,100,64,22,142,0.819672131147541,0.609756097560976,0.699300699300699,0.73780487804878,0.264462809917355,0.134146341463415
15,100,64,28,136,0.78125,0.609756097560976,0.684931506849315,0.719512195121951,0.271186440677966,0.170731707317073
16,100,64,21,143,0.826446280991736,0.609756097560976,0.701754385964912,0.740853658536585,0.263374485596708,0.128048780487805
17,118,46,33,131,0.781456953642384,0.719512195121951,0.749206349206349,0.759146341463415,0.184738955823293,0.201219512195122
18,105,59,36,128,0.74468085106383,0.640243902439024,0.688524590163934,0.710365853658537,0.253218884120172,0.219512195121951
19,108,56,24,140,0.818181818181818,0.658536585365854,0.72972972972973,0.75609756097561,0.225806451612903,0.146341463414634
20,105,59,25,139,0.807692307692308,0.640243902439024,0.714285714285714,0.74390243902439,0.241803278688525,0.152439024390244
21,99,65,26,138,0.792,0.603658536585366,0.685121107266436,0.722560975609756,0.274261603375527,0.158536585365854
22,104,60,27,137,0.793893129770992,0.634146341463415,0.705084745762712,0.734756097560976,0.24896265560166,0.164634146341463
23,103,61,27,137,0.792307692307692,0.628048780487805,0.700680272108844,0.731707317073171,0.254166666666667,0.164634146341463
24,103,61,26,138,0.798449612403101,0.628048780487805,0.703071672354949,0.734756097560976,0.253112033195021,0.158536585365854
25,107,57,29,135,0.786764705882353,0.652439024390244,0.713333333333333,0.73780487804878,0.235537190082645,0.176829268292683
26,109,55,23,141,0.825757575757576,0.664634146341463,0.736486486486487,0.76219512195122,0.22,0.140243902439024
27,102,62,38,126,0.728571428571429,0.621951219512195,0.671052631578947,0.695121951219512,0.271929824561404,0.231707317073171
28,110,54,36,128,0.753424657534247,0.670731707317073,0.709677419354839,0.725609756097561,0.226890756302521,0.219512195121951
29,100,64,28,136,0.78125,0.609756097560976,0.684931506849315,0.719512195121951,0.271186440677966,0.170731707317073
30,109,55,33,131,0.767605633802817,0.664634146341463,0.712418300653595,0.731707317073171,0.229166666666667,0.201219512195122
31,105,59,33,131,0.760869565217391,0.640243902439024,0.695364238410596,0.719512195121951,0.25,0.201219512195122
32,117,47,41,123,0.740506329113924,0.713414634146341,0.726708074534162,0.731707317073171,0.195833333333333,0.25
33,101,63,28,136,0.782945736434108,0.615853658536585,0.689419795221843,0.722560975609756,0.265822784810127,0.170731707317073
34,94,70,26,138,0.783333333333333,0.573170731707317,0.661971830985915,0.707317073170732,0.301724137931034,0.158536585365854
35,104,60,32,132,0.764705882352941,0.634146341463415,0.693333333333333,0.719512195121951,0.254237288135593,0.195121951219512
36,102,62,31,133,0.766917293233083,0.621951219512195,0.686868686868687,0.716463414634146,0.263829787234043,0.189024390243902
37,112,52,34,130,0.767123287671233,0.682926829268293,0.72258064516129,0.73780487804878,0.214876033057851,0.207317073170732
38,102,62,21,143,0.829268292682927,0.621951219512195,0.710801393728223,0.746951219512195,0.253061224489796,0.128048780487805
39,97,67,24,140,0.801652892561983,0.591463414634146,0.680701754385965,0.722560975609756,0.282700421940928,0.146341463414634
40,105,59,22,142,0.826771653543307,0.640243902439024,0.721649484536082,0.753048780487805,0.238866396761134,0.134146341463415
41,127,37,49,115,0.721590909090909,0.774390243902439,0.747058823529412,0.73780487804878,0.152892561983471,0.298780487804878
42,105,59,28,136,0.789473684210526,0.640243902439024,0.707070707070707,0.734756097560976,0.244813278008299,0.170731707317073
43,103,61,33,131,0.757352941176471,0.628048780487805,0.686666666666667,0.713414634146341,0.260683760683761,0.201219512195122
44,104,60,27,137,0.793893129770992,0.634146341463415,0.705084745762712,0.734756097560976,0.24896265560166,0.164634146341463
45,101,63,23,141,0.814516129032258,0.615853658536585,0.701388888888889,0.73780487804878,0.260330578512397,0.140243902439024
46,98,66,25,139,0.796747967479675,0.597560975609756,0.682926829268293,0.722560975609756,0.278481012658228,0.152439024390244
47,108,56,31,133,0.776978417266187,0.658536585365854,0.712871287128713,0.734756097560976,0.232365145228216,0.189024390243902
48,105,59,19,145,0.846774193548387,0.640243902439024,0.729166666666667,0.76219512195122,0.236,0.115853658536585
49,114,50,24,140,0.826086956521739,0.695121951219512,0.754966887417219,0.774390243902439,0.196850393700787,0.146341463414634
50,107,57,25,139,0.810606060606061,0.652439024390244,0.722972972972973,0.75,0.231707317073171,0.152439024390244
51,99,65,24,140,0.804878048780488,0.603658536585366,0.689895470383275,0.728658536585366,0.271966527196653,0.146341463414634
52,105,59,25,139,0.807692307692308,0.640243902439024,0.714285714285714,0.74390243902439,0.241803278688525,0.152439024390244
53,108,56,25,139,0.81203007518797,0.658536585365854,0.727272727272727,0.753048780487805,0.226720647773279,0.152439024390244
54,113,51,36,128,0.758389261744966,0.689024390243902,0.722044728434505,0.734756097560976,0.211618257261411,0.219512195121951
55,118,46,41,123,0.742138364779874,0.719512195121951,0.730650154798762,0.734756097560976,0.190871369294606,0.25
56,119,45,53,111,0.691860465116279,0.725609756097561,0.708333333333333,0.701219512195122,0.195652173913043,0.323170731707317
57,113,51,44,120,0.719745222929936,0.689024390243902,0.70404984423676,0.710365853658537,0.218884120171674,0.268292682926829
58,97,67,24,140,0.801652892561983,0.591463414634146,0.680701754385965,0.722560975609756,0.282700421940928,0.146341463414634
59,103,61,24,140,0.811023622047244,0.628048780487805,0.707903780068729,0.740853658536585,0.251028806584362,0.146341463414634
60,111,53,28,136,0.798561151079137,0.676829268292683,0.732673267326733,0.753048780487805,0.214574898785425,0.170731707317073
61,103,61,23,141,0.817460317460317,0.628048780487805,0.710344827586207,0.74390243902439,0.25,0.140243902439024
62,104,60,26,138,0.8,0.634146341463415,0.707482993197279,0.73780487804878,0.247933884297521,0.158536585365854
63,102,62,20,144,0.836065573770492,0.621951219512195,0.713286713286713,0.75,0.252032520325203,0.121951219512195
64,109,55,43,121,0.717105263157895,0.664634146341463,0.689873417721519,0.701219512195122,0.239130434782609,0.26219512195122
65,102,62,26,138,0.796875,0.621951219512195,0.698630136986301,0.731707317073171,0.258333333333333,0.158536585365854
66,110,54,31,133,0.780141843971631,0.670731707317073,0.721311475409836,0.740853658536585,0.222222222222222,0.189024390243902
67,108,56,21,143,0.837209302325581,0.658536585365854,0.737201365187713,0.765243902439024,0.223107569721116,0.128048780487805
68,126,38,65,99,0.659685863874346,0.768292682926829,0.709859154929578,0.685975609756098,0.168888888888889,0.396341463414634
69,120,44,36,128,0.769230769230769,0.731707317073171,0.75,0.75609756097561,0.17741935483871,0.219512195121951
70,107,57,33,131,0.764285714285714,0.652439024390244,0.703947368421053,0.725609756097561,0.239495798319328,0.201219512195122
71,105,59,28,136,0.789473684210526,0.640243902439024,0.707070707070707,0.734756097560976,0.244813278008299,0.170731707317073
72,100,64,25,139,0.8,0.609756097560976,0.692041522491349,0.728658536585366,0.267782426778243,0.152439024390244
73,105,59,29,135,0.783582089552239,0.640243902439024,0.704697986577181,0.731707317073171,0.245833333333333,0.176829268292683
74,105,59,28,136,0.789473684210526,0.640243902439024,0.707070707070707,0.734756097560976,0.244813278008299,0.170731707317073
75,105,59,27,137,0.795454545454545,0.640243902439024,0.709459459459459,0.73780487804878,0.243801652892562,0.164634146341463
76,105,59,30,134,0.777777777777778,0.640243902439024,0.702341137123746,0.728658536585366,0.246861924686192,0.182926829268293
77,110,54,34,130,0.763888888888889,0.670731707317073,0.714285714285714,0.731707317073171,0.225,0.207317073170732
78,119,45,41,123,0.74375,0.725609756097561,0.734567901234568,0.73780487804878,0.18595041322314,0.25
79,98,66,19,145,0.837606837606838,0.597560975609756,0.697508896797153,0.740853658536585,0.271604938271605,0.115853658536585
80,112,52,39,125,0.741721854304636,0.682926829268293,0.711111111111111,0.722560975609756,0.219409282700422,0.23780487804878
81,96,68,20,144,0.827586206896552,0.585365853658537,0.685714285714286,0.731707317073171,0.283333333333333,0.121951219512195
82,117,47,49,115,0.704819277108434,0.713414634146341,0.709090909090909,0.707317073170732,0.202586206896552,0.298780487804878
83,97,67,19,145,0.836206896551724,0.591463414634146,0.692857142857143,0.73780487804878,0.276859504132231,0.115853658536585
84,102,62,33,131,0.755555555555556,0.621951219512195,0.682274247491639,0.710365853658537,0.266094420600858,0.201219512195122
85,121,43,30,134,0.801324503311258,0.73780487804878,0.768253968253968,0.777439024390244,0.168627450980392,0.182926829268293
86,102,62,28,136,0.784615384615385,0.621951219512195,0.693877551020408,0.725609756097561,0.260504201680672,0.170731707317073
87,85,79,24,140,0.779816513761468,0.518292682926829,0.622710622710623,0.685975609756098,0.351111111111111,0.146341463414634
88,121,43,51,113,0.703488372093023,0.73780487804878,0.720238095238095,0.713414634146341,0.183760683760684,0.310975609756098
89,94,70,22,142,0.810344827586207,0.573170731707317,0.671428571428571,0.719512195121951,0.296610169491525,0.134146341463415
90,119,45,43,121,0.734567901234568,0.725609756097561,0.730061349693252,0.731707317073171,0.1875,0.26219512195122
91,103,61,30,134,0.774436090225564,0.628048780487805,0.693602693602694,0.722560975609756,0.257383966244726,0.182926829268293
92,98,66,37,127,0.725925925925926,0.597560975609756,0.655518394648829,0.685975609756098,0.293333333333333,0.225609756097561
93,126,38,54,110,0.7,0.768292682926829,0.732558139534884,0.719512195121951,0.161016949152542,0.329268292682927
94,110,54,38,126,0.743243243243243,0.670731707317073,0.705128205128205,0.719512195121951,0.228813559322034,0.231707317073171
95,107,57,41,123,0.722972972972973,0.652439024390244,0.685897435897436,0.701219512195122,0.247826086956522,0.25
96,116,48,43,121,0.729559748427673,0.707317073170732,0.718266253869969,0.722560975609756,0.20253164556962,0.26219512195122
97,98,66,22,142,0.816666666666667,0.597560975609756,0.690140845070423,0.731707317073171,0.275,0.134146341463415
98,99,65,23,141,0.811475409836066,0.603658536585366,0.692307692307692,0.731707317073171,0.270833333333333,0.140243902439024
99,107,57,31,133,0.77536231884058,0.652439024390244,0.708609271523179,0.731707317073171,0.2375,0.189024390243902
100,97,67,19,145,0.836206896551724,0.591463414634146,0.692857142857143,0.73780487804878,0.276859504132231,0.115853658536585
